"DATE OF CONTACT","TIME OF CONTACT","INCIDENT NUMBER","STEP INDICATOR","GEO CODE","ANONYMOUS HOUSE NUMBER","ADDRESS STREET","CROSS STREET","MOTIVATION FOR STOP DESC","RACE DESCRIPTION","SEX DESCRIPTION","AGE AT CONTACT","RESIDENCY CODE","REASON FOR STOP","TYPE OF VIOLATION","CRIME CATEGORY","CRIME CATEGORY DESCRIPTION","CRIME CODE","CRIME DESCRIPTION","CRIME STATUS DESCRIPTION","VEHICLE YEAR","VEHICLE CONSENT SEARCH REQUESTED","VEHICLE CONSENT SEARCH GRANTED","PARAPHRENALIA FOUND VEHICLE CONSENT SEARCH","ALCOHOL FOUND VEHICLE CONSENT SEARCH","WEAPON FOUND VEHICLE CONSENT SEARCH","STOLEN PROPERTY FOUND VEHICLE CONSENT SEARCH","OTHER CONTRABAND FOUND VEHICLE CONSENT SEARCH","DRUG AMOUNT FOUND VEHICLE CONSENT SEARCH","CANINE SNIFF PERFORMED","CANINE ALERTED","CANINE SEARCH CONDUCTED","PARAPHRENALIA FOUND CANINE SEARCH","ALCOHOL FOUND CANINE SEARCH","WEAPON FOUND CANINE SEARCH","STOLEN PROPERTY FOUND CANINE SEARCH","OTHER CONTRABAND FOUND CANINE SEARCH","DRUG AMOUNT FOUND CANINE SEARCH","ANY CONTRABAND FOUND IN VEHICLE CONSENT OR CANINE SEARCH","CONSENT OR DOG SNIFF SEARCH CONDUCTED","MAPPING ADDRESS"
"2013 Jan 02 12:00:00 AM","19:27","UT1300020","NOT STEP","546-11","0","CHURCH","PARK",,"BLACK","FEMALE","48","N","MOVING VIOLATION","OTHER","C28","Traffic Offenses","6614","FAILURE TO SIGNAL","TRAFFIC WARNING TICKET","1991","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 CHURCH"
"2013 Jan 02 12:00:00 AM","21:05","UW1300004","NOT STEP","604-04","0","LINCOLN","HAZELWOOD",,"BLACK","MALE","17","Y","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6631","NO TAILLIGHTS","TRAFFIC WARNING TICKET","2002","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 LINCOLN"
"2013 Jan 02 12:00:00 AM","23:35","UT1300021","NOT STEP","547-06","0","CUNNINGHAM","KERR",,"BLACK","FEMALE","28","Y","MOVING VIOLATION","OTHER","C28","Traffic Offenses","2461","OPERATE UNINSURED MOTOR VEHICLE","CLEARED BY ADULT ARREST","2000","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 CUNNINGHAM"
"2013 Jan 02 12:00:00 AM","23:35","UT1300021","NOT STEP","547-06","0","CUNNINGHAM","KERR",,"BLACK","FEMALE","28","Y","MOVING VIOLATION","OTHER","C28","Traffic Offenses","6698","D/L NOT ON PERSON","TRAFFIC WARNING TICKET","2000","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 CUNNINGHAM"
"2013 Jan 02 12:00:00 AM","23:35","UT1300021","NOT STEP","547-06","0","CUNNINGHAM","KERR",,"BLACK","FEMALE","28","Y","MOVING VIOLATION","OTHER","C28","Traffic Offenses","6614","FAILURE TO SIGNAL","TRAFFIC WARNING TICKET","2000","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 CUNNINGHAM"
"2014 Jan 02 12:00:00 AM","20:03","UW1400003","NOT STEP","606-01","1700","PHILO S",,,"BLACK","MALE","23","Y","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C28","Traffic Offenses","6673","EXPIRED REGISTRATION","TRAFFIC WARNING TICKET","1998","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1700 PHILO S"
"2015 Jan 02 12:00:00 AM","16:46","UW1500003","NOT STEP","518-05","0","LINCOLN","BRADLEY",,"WHITE","MALE","26","N","MOVING VIOLATION","OTHER","C28","Traffic Offenses","6614","FAILURE TO SIGNAL","TRAFFIC WARNING TICKET","2002","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 LINCOLN"
"2015 Jan 02 12:00:00 AM","16:50","UT1500012","NOT STEP","575-15","0","FLORIDA","LINCOLN",,"HISPANIC","FEMALE","32","Y","MOVING VIOLATION","OTHER","C28","Traffic Offenses","6640","ELECTRONIC COMMUNICATION-VOICE","TRAFFIC WARNING TICKET","2003","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA"
"2015 Jan 02 12:00:00 AM","16:50","UT1500012","NOT STEP","575-15","0","FLORIDA","LINCOLN",,"HISPANIC","FEMALE","32","Y","MOVING VIOLATION","OTHER","C28","Traffic Offenses","2481","DRIVING UNDER SUSPENDED LICENSE","CLEARED BY ADULT ARREST","2003","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA"
"2015 Jan 02 12:00:00 AM","17:00","UW1500004","NOT STEP","518-05","0","LINCOLN","BRADLEY",,"WHITE","FEMALE","57","N","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6633","IMPROPER LIGHTING/ONE HEADLIGHT","TRAFFIC WARNING TICKET","2002","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 LINCOLN"
"2015 Jan 02 12:00:00 AM","17:06","UW1500006","NOT STEP","546-06","0","FAIRVIEW","LINCOLN",,"BLACK","MALE","34","N","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6631","NO TAILLIGHTS","TRAFFIC WARNING TICKET","1997","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FAIRVIEW"
"2015 Jan 02 12:00:00 AM","23:30","UW1500005","NOT STEP","576-08","0","PHILO","FAIRLAWN",,"BLACK","MALE","33","Y","MOVING VIOLATION","LANE VIOLATION","C28","Traffic Offenses","6608","IMPROPER LANE USAGE","TRAFFIC WARNING TICKET","1996","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 PHILO"
"2016 Jan 02 12:00:00 AM","01:45","UW1600003","NOT STEP","575-12","0","CARLE","PENNSYLVANIA","COMMUNITY CARETAKING","WHITE","FEMALE","42","Y","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6690","NO REAR REGISTRATION LIGHT","TRAFFIC WARNING TICKET","2006","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 CARLE"
"2016 Jan 02 12:00:00 AM","09:33","UW1600001","NOT STEP","575-01","0","ILLINOIS","GOODWIN","TRAFFIC ISSUE","WHITE","FEMALE","25","N","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6605","TRAFFIC SIGN VIOLATION","TRAFFIC WARNING TICKET","2014","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 ILLINOIS"
"2016 Jan 02 12:00:00 AM","11:24","UW1600008","NOT STEP","518-05","0","LINCOLN","KILLARNEY","COMMUNITY CARETAKING","BLACK","MALE","25","N","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C28","Traffic Offenses","2455","NO REGISTRATION","TRAFFIC WARNING TICKET","2014","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 LINCOLN"
"2016 Jan 02 12:00:00 AM","19:37","UW1600009","NOT STEP","491-02","0","CUNNINGHAM","AIRPORT","COMMUNITY CARETAKING","WHITE","FEMALE","18","N","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C28","Traffic Offenses","6673","EXPIRED REGISTRATION","TRAFFIC WARNING TICKET","2006","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 CUNNINGHAM"
"2016 Jan 02 12:00:00 AM","20:26","UW1600015","NOT STEP","577-08","0","PHILO","COLORADO","TRAFFIC ISSUE","WHITE","MALE","58","Y","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6630","DRIVING WITHOUT LIGHTS","TRAFFIC WARNING TICKET","2009","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 PHILO"
"2016 Jan 02 12:00:00 AM","20:38","UT1600016","NOT STEP","547-11","900","CUNNINGHAM",,"TRAFFIC ISSUE","WHITE","MALE","18","Y","MOVING VIOLATION","SPEED","C28","Traffic Offenses","6601","SPEEDING (RADAR)","TRAFFIC WARNING TICKET","2015","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","900 CUNNINGHAM"
"2016 Jan 02 12:00:00 AM","20:38","UT1600016","NOT STEP","547-11","900","CUNNINGHAM",,"TRAFFIC ISSUE","WHITE","MALE","18","Y","MOVING VIOLATION","SPEED","C28","Traffic Offenses","2461","OPERATE UNINSURED MOTOR VEHICLE","CLEARED BY ADULT ARREST","2015","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","900 CUNNINGHAM"
"2016 Jan 02 12:00:00 AM","21:12","UW1600013","NOT STEP","546-06","1000","LINCOLN N",,"COMMUNITY CARETAKING","WHITE","MALE","57","N","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6631","NO TAILLIGHTS","TRAFFIC WARNING TICKET","2016","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1000 LINCOLN N"
"2016 Jan 02 12:00:00 AM","21:49","UW1600022","NOT STEP","574-11","300","UNIVERSITY W",,"TRAFFIC ISSUE","ASIAN","MALE","23","Y","MOVING VIOLATION","SPEED","C28","Traffic Offenses","6601","SPEEDING (RADAR)","TRAFFIC WARNING TICKET","2003","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","300 UNIVERSITY W"
"2016 Jan 02 12:00:00 AM","22:04","UW1600010","NOT STEP","606-03","0","HARDING","PHILO RD","TRAFFIC ISSUE","BLACK","MALE","27","Y","MOVING VIOLATION","LANE VIOLATION","C28","Traffic Offenses","6614","FAILURE TO SIGNAL",,"2007","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 HARDING"
"2016 Jan 02 12:00:00 AM","22:30","UW1600011","NOT STEP","575-03","0","GREEN","LINCOLN","COMMUNITY CARETAKING","BLACK","MALE","23","N","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6633","IMPROPER LIGHTING/ONE HEADLIGHT","TRAFFIC WARNING TICKET","1999","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 GREEN"
"2016 Jan 02 12:00:00 AM","22:30","UW1600011","NOT STEP","575-03","0","GREEN","LINCOLN","COMMUNITY CARETAKING","BLACK","MALE","23","N","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6690","NO REAR REGISTRATION LIGHT","TRAFFIC WARNING TICKET","1999","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 GREEN"
"2016 Jan 02 12:00:00 AM","22:41","UT1600018","NOT STEP","576-03","0","WASHINGTON","PHILO RD","COMMUNITY CARETAKING","WHITE","MALE","27","Y","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C28","Traffic Offenses","6673","EXPIRED REGISTRATION","TRAFFIC WARNING TICKET","2001","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 WASHINGTON"
"2016 Jan 02 12:00:00 AM","22:41","UT1600018","NOT STEP","576-03","0","WASHINGTON","PHILO RD","COMMUNITY CARETAKING","WHITE","MALE","27","Y","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C28","Traffic Offenses","2461","OPERATE UNINSURED MOTOR VEHICLE","CLEARED BY ADULT ARREST","2001","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 WASHINGTON"
"2016 Jan 02 12:00:00 AM","22:54","UT1600017","NOT STEP","547-09","0","UNIVERSITY","HICKORY","COMMUNITY CARETAKING","BLACK","FEMALE","35","N","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C28","Traffic Offenses","6673","EXPIRED REGISTRATION","CLEARED BY ADULT ARREST","2006","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 UNIVERSITY"
"2017 Jan 02 12:00:00 AM","00:01","UW1700001","NOT STEP","606-03","0","PHILO","SILVER","COMMUNITY CARETAKING","WHITE","MALE","28","Y","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6690","NO REAR REGISTRATION LIGHT","TRAFFIC WARNING TICKET","2000","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 PHILO"
"2017 Jan 02 12:00:00 AM","00:39","UW1700066","NOT STEP","577-06","0","COTTAGE GROVE S","WASHINGTON","TRAFFIC ISSUE","WHITE","FEMALE","55","Y","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6633","IMPROPER LIGHTING/ONE HEADLIGHT","TRAFFIC WARNING TICKET","2006","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 COTTAGE GROVE S"
"2017 Jan 02 12:00:00 AM","23:05","UT1700014","NOT STEP","576-15","0","FLORIDA","ANDERSON","TRAFFIC ISSUE","BLACK","FEMALE","34","Y","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6605","TRAFFIC SIGN VIOLATION","TRAFFIC WARNING TICKET","1996","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA"
"2017 Jan 02 12:00:00 AM","23:05","UT1700014","NOT STEP","576-15","0","FLORIDA","ANDERSON","TRAFFIC ISSUE","BLACK","FEMALE","34","Y","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","2461","OPERATE UNINSURED MOTOR VEHICLE","CLEARED BY ADULT ARREST","1996","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA"
"2019 Jan 02 12:00:00 AM","00:16","UW1900009","NOT STEP","577-09","0","FLORIDA AVE","KINCH","COMMUNITY CARETAKING","BLACK","FEMALE","28","Y","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6690","NO REAR REGISTRATION LIGHT","TRAFFIC WARNING TICKET","2004","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA AVE"
"2019 Jan 02 12:00:00 AM","10:15","UU1900016","NOT STEP","575-04","200","GREEN ST W",,"TRAFFIC ISSUE","BLACK","MALE","32","N","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C28","Traffic Offenses","2482","DRIVING UNDER REVOKED LICENSE","CLEARED BY ADULT ARREST","2014","false","false","NO","NO","NO","NO","NO","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","200 GREEN ST W"
"2019 Jan 02 12:00:00 AM","10:15","UU1900016","NOT STEP","575-04","200","GREEN ST W",,"TRAFFIC ISSUE","BLACK","MALE","32","N","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C41","Assist Other Agency/Business","9081","ASSIST TOW TRUCK","ADMINISTRATIVELY CLOSED","2014","false","false","NO","NO","NO","NO","NO","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","200 GREEN ST W"
"2019 Jan 02 12:00:00 AM","14:28","UT1900006","NOT STEP","576-16",,,,"TRAFFIC ISSUE","ASIAN","MALE","46","Y","MOVING VIOLATION","OTHER","C28","Traffic Offenses","6640","ELECTRONIC COMMUNICATION-VOICE","CLEARED BY ADULT ARREST","1997","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false",
"2019 Jan 02 12:00:00 AM","15:30","UW1900012","NOT STEP","519-07",,,,"COMMUNITY CARETAKING","HISPANIC","FEMALE","33","Y","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C28","Traffic Offenses","6673","EXPIRED REGISTRATION","TRAFFIC WARNING TICKET","2003","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false",
"2019 Jan 02 12:00:00 AM","16:40","UW1900013","NOT STEP","576-09","0","VINE","MICHIGAN","TRAFFIC ISSUE","WHITE","FEMALE","37","N","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C28","Traffic Offenses","6673","EXPIRED REGISTRATION","TRAFFIC WARNING TICKET","2007","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 VINE"
"2019 Jan 02 12:00:00 AM","20:31","UW1900014","NOT STEP","576-12","0","PHILO","COLORADO","TRAFFIC ISSUE","BLACK","MALE","38","Y","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6605","TRAFFIC SIGN VIOLATION","TRAFFIC WARNING TICKET","2003","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 PHILO"
"2019 Jan 02 12:00:00 AM","22:21","UT1900014","NOT STEP","576-03","0","COTTAGE GROVE","GREEN","TRAFFIC ISSUE","HISPANIC","MALE","17","Y","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6605","TRAFFIC SIGN VIOLATION","CLEARED BY ADULT ARREST","2003","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 COTTAGE GROVE"
"2019 Jan 02 12:00:00 AM","23:40","UW1900015","NOT STEP","576-03","0","COTTAGE GROVE S","GREEN ST","TRAFFIC ISSUE","WHITE","FEMALE","62","Y","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6605","TRAFFIC SIGN VIOLATION","TRAFFIC WARNING TICKET","2004","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 COTTAGE GROVE S"
"2013 Jan 03 12:00:00 AM","00:37","UW1300005","NOT STEP","575-07","0","LINCOLN","GREEN",,"ASIAN","MALE","35","N","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6630","DRIVING WITHOUT LIGHTS","TRAFFIC WARNING TICKET","2009","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 LINCOLN"
"2013 Jan 03 12:00:00 AM","01:36","UW1300006","NOT STEP","575-14","1000","LINCOLN",,,"ASIAN","MALE","38","Y","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6630","DRIVING WITHOUT LIGHTS","TRAFFIC WARNING TICKET","2007","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1000 LINCOLN"
